risk;previous_canonical_name;external_canonical_name;matched_by;external_id;external_url;aliases_count
probably_ok;Snowrunner;SnowRunner;Snowrunner;Q88550122;https://www.wikidata.org/wiki/Q88550122;1
probably_ok;Sonic Forces;Sonic Forces;Sonic Forces;Q25999239;https://www.wikidata.org/wiki/Q25999239;2
probably_ok;Sonic Frontiers;Sonic Frontiers;Sonic Frontiers;Q109502429;https://www.wikidata.org/wiki/Q109502429;4
probably_ok;Sonic Team Racing;Team Sonic Racing;Sonic Team Racing;Q54497313;https://www.wikidata.org/wiki/Q54497313;3
probably_ok;Space Hulk Tactics;Space Hulk: Tactics;Space Hulk Tactics;Q62743323;https://www.wikidata.org/wiki/Q62743323;2
probably_ok;Spider Man Miles Morales;Spider-Man: Miles Morales;Spider Man Miles Morales;Q96216165;https://www.wikidata.org/wiki/Q96216165;5
probably_ok;Star Wars Battlefront;Star Wars Battlefront;Star Wars Battlefront;Q54862;https://www.wikidata.org/wiki/Q54862;4
probably_ok;Star Wars Squadrons;Star Wars: Squadrons;Star Wars Squadrons;Q96312725;https://www.wikidata.org/wiki/Q96312725;3
probably_ok;Stray;Stray;Stray;Q96247255;https://www.wikidata.org/wiki/Q96247255;5
probably_ok;Street Fighter;Street Fighter;Street Fighter;Q288035;https://www.wikidata.org/wiki/Q288035;2
probably_ok;Tekken;Tekken;Tekken;Q219623;https://www.wikidata.org/wiki/Q219623;2
probably_ok;Terminator Resistance;Terminator: Resistance;Terminator Resistance;Q68888832;https://www.wikidata.org/wiki/Q68888832;2
probably_ok;Terraria;Terraria;Terraria;Q332697;https://www.wikidata.org/wiki/Q332697;2
probably_ok;The Binding of Isaac Repentance;The Binding of Isaac: Repentance;The Binding of Isaac Repentance;Q105548777;https://www.wikidata.org/wiki/Q105548777;8
probably_ok;The Callisto Protocol;The Callisto Protocol;The Callisto Protocol;Q104172915;https://www.wikidata.org/wiki/Q104172915;1
probably_ok;The Crew;The Crew;The Crew;Q13427836;https://www.wikidata.org/wiki/Q13427836;1
probably_ok;The Evil Within;The Evil Within;The Evil Within;Q3407139;https://www.wikidata.org/wiki/Q3407139;2
probably_ok;The Outer Worlds;The Outer Worlds;The Outer Worlds;Q59535090;https://www.wikidata.org/wiki/Q59535090;2
probably_ok;The Quarry;The Quarry;The Quarry;Q111358923;https://www.wikidata.org/wiki/Q111358923;2
probably_ok;The Sims 4;The Sims 4;The Sims 4;Q12579896;https://www.wikidata.org/wiki/Q12579896;3
probably_ok;The Witcher 3 Wild Hunt;The Witcher 3: Wild Hunt;The Witcher 3 Wild Hunt;Q4267401;https://www.wikidata.org/wiki/Q4267401;9
probably_ok;Titanfall;Titanfall;Titanfall;Q28678974;https://www.wikidata.org/wiki/Q28678974;2
probably_ok;Tomb Raider;Tomb Raider;Tomb Raider;Q1757876;https://www.wikidata.org/wiki/Q1757876;5
probably_ok;Tomb Raider Definitive Edition;Tomb Raider: Definitive Edition;Tomb Raider Definitive Edition;Q105985883;https://www.wikidata.org/wiki/Q105985883;7
probably_ok;Trials Rising;Trials Rising;Trials Rising;Q54935541;https://www.wikidata.org/wiki/Q54935541;1
probably_ok;Uncharted;Uncharted;Uncharted;Q1064135;https://www.wikidata.org/wiki/Q1064135;2
probably_ok;Vampyr;Vampyr;Vampyr;Q22019750;https://www.wikidata.org/wiki/Q22019750;1
probably_ok;Watch Dogs;Watch Dogs;Watch Dogs;Q1371726;https://www.wikidata.org/wiki/Q1371726;2
probably_ok;Wolfenstein;Wolfenstein;Wolfenstein;Q4357563;https://www.wikidata.org/wiki/Q4357563;1
probably_ok;World of Warriors;World of Warriors;World of Warriors;Q29830398;https://www.wikidata.org/wiki/Q29830398;1
probably_ok;Wreckfest;Wreckfest;Wreckfest;Q15916270;https://www.wikidata.org/wiki/Q15916270;5
probably_ok;Дожить До Рассвета;Дожить до рассвета;Дожить До Рассвета;Q7897632;https://www.wikidata.org/wiki/Q7897632;1
probably_ok;Метро Исход;Метро: Исход;Метро Исход;Q30238508;https://www.wikidata.org/wiki/Q30238508;2
